sent_text,lemmas_and_tags,link,author,name
От нелепости ситуации ему хотелось расхохотаться.,"[['От', 'от', 'PREP'], ['нелепости', 'нелепость', 'NOUN'], ['ситуации', 'ситуация', 'NOUN'], ['ему', 'он', 'NPRO'], ['хотелось', 'хотеться', 'VERB'], ['расхохотаться', 'расхохотаться', 'VERB'], ['.', '.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Неужели самая умная волшебница столетия по чьему-то там некомпетентному мнению, разумеется, поверила в тот бред, что он находу пытался ей скормить?","[['Неужели', 'неужели', 'PRCL'], ['самая', 'самый', 'ADJ'], ['умная', 'умный', 'ADJ'], ['волшебница', 'волшебница', 'NOUN'], ['столетия', 'столетие', 'NOUN'], ['по', 'по', 'PREP'], ['чьему-то', 'чей-то', 'ADJ'], ['там', 'там', 'ADVB'], ['некомпетентному', 'некомпетентный', 'ADJ'], ['мнению', 'мнение', 'NOUN'], [',', ',', 'None'], ['разумеется', 'разумеется', 'CONJ'], [',', ',', 'None'], ['поверила', 'поверить', 'VERB'], ['в', 'в', 'PREP'], ['тот', 'тот', 'ADJ'], ['бред', 'бред', 'NOUN'], [',', ',', 'None'], ['что', 'что', 'CONJ'], ['он', 'он', 'NPRO'], ['находу', 'наход', 'NOUN'], ['пытался', 'пытаться', 'VERB'], ['ей', 'она', 'NPRO'], ['скормить', 'скормить', 'VERB'], ['?', '?', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Старательно сдерживая смешки, он решил уточнить:  — Не пара, Грейнджер?","[['Старательно', 'старательно', 'ADVB'], ['сдерживая', 'сдерживать', 'GRND'], ['смешки', 'смешок', 'NOUN'], [',', ',', 'None'], ['он', 'он', 'NPRO'], ['решил', 'решить', 'VERB'], ['уточнить', 'уточнить', 'VERB'], [':', ':', 'None'], ['—', '—', 'None'], ['Не', 'не', 'PRCL'], ['пара', 'пара', 'NOUN'], [',', ',', 'None'], ['Грейнджер', 'грейнджер', 'NOUN'], ['?', '?', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Не оборачиваясь в его сторону, она кивнула.","[['Не', 'не', 'PRCL'], ['оборачиваясь', 'оборачиваться', 'GRND'], ['в', 'в', 'PREP'], ['его', 'он', 'NPRO'], ['сторону', 'сторона', 'NOUN'], [',', ',', 'None'], ['она', 'она', 'NPRO'], ['кивнула', 'кивнуть', 'VERB'], ['.', '.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Этого было достаточно, чтобы Малфой наконец разразился диким хохотом, поражаясь ее глупой девичьей наивности.","[['Этого', 'это', 'NPRO'], ['было', 'быть', 'VERB'], ['достаточно', 'достаточно', 'ADVB'], [',', ',', 'None'], ['чтобы', 'чтобы', 'CONJ'], ['Малфой', 'малфа', 'NOUN'], ['наконец', 'наконец', 'ADVB'], ['разразился', 'разразиться', 'VERB'], ['диким', 'дикий', 'ADJ'], ['хохотом', 'хохот', 'NOUN'], [',', ',', 'None'], ['поражаясь', 'поражаться', 'GRND'], ['ее', 'она', 'NPRO'], ['глупой', 'глупый', 'ADJ'], ['девичьей', 'девичий', 'ADJ'], ['наивности', 'наивность', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Видимо, его не совсем адекватное поведение привлекло её внимание.","[['Видимо', 'видимо', 'ADVB'], [',', ',', 'None'], ['его', 'он', 'NPRO'], ['не', 'не', 'PRCL'], ['совсем', 'совсем', 'ADVB'], ['адекватное', 'адекватный', 'ADJ'], ['поведение', 'поведение', 'NOUN'], ['привлекло', 'привлечь', 'VERB'], ['её', 'её', 'ADJ'], ['внимание', 'внимание', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"— Не понимаю, что тебя так рассмешило, Малфой.","[['—', '—', 'None'], ['Не', 'не', 'PRCL'], ['понимаю', 'понимать', 'VERB'], [',', ',', 'None'], ['что', 'что', 'CONJ'], ['тебя', 'ты', 'NPRO'], ['так', 'так', 'CONJ'], ['рассмешило', 'рассмешить', 'VERB'], [',', ',', 'None'], ['Малфой', 'малфа', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Растерянный взгляд и сдвинутые на переносице брови говорили о том, что она действительно не понимает причины его внезапного приступа веселья.","[['Растерянный', 'растерять', 'PRT'], ['взгляд', 'взгляд', 'NOUN'], ['и', 'и', 'CONJ'], ['сдвинутые', 'сдвинуть', 'PRT'], ['на', 'на', 'PREP'], ['переносице', 'переносица', 'NOUN'], ['брови', 'бровь', 'NOUN'], ['говорили', 'говорить', 'VERB'], ['о', 'о', 'PREP'], ['том', 'тот', 'ADJ'], [',', ',', 'None'], ['что', 'что', 'CONJ'], ['она', 'она', 'NPRO'], ['действительно', 'действительно', 'ADVB'], ['не', 'не', 'PRCL'], ['понимает', 'понимать', 'VERB'], ['причины', 'причина', 'NOUN'], ['его', 'он', 'NPRO'], ['внезапного', 'внезапный', 'ADJ'], ['приступа', 'приступ', 'NOUN'], ['веселья', 'веселие', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"— Серьёзно, Грейнджер?","[['—', '—', 'None'], ['Серьёзно', 'серьёзно', 'ADVB'], [',', ',', 'None'], ['Грейнджер', 'грейнджер', 'NOUN'], ['?', '?', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
Ты веришь в эту чепуху со всякими там родственными душами и предначертанными судьбой союзами?,"[['Ты', 'ты', 'NPRO'], ['веришь', 'верить', 'VERB'], ['в', 'в', 'PREP'], ['эту', 'этот', 'ADJ'], ['чепуху', 'чепуха', 'NOUN'], ['со', 'с', 'PREP'], ['всякими', 'всякий', 'ADJ'], ['там', 'там', 'ADVB'], ['родственными', 'родственный', 'ADJ'], ['душами', 'душа', 'NOUN'], ['и', 'и', 'CONJ'], ['предначертанными', 'предначертать', 'PRT'], ['судьбой', 'судьба', 'NOUN'], ['союзами', 'союз', 'NOUN'], ['?', '?', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Когда я говорил о поисках своей половинки, я обманул тебя, чтобы ты лишний раз не вылила на меня поток нравоучений, — ему не было ясно, зачем он продолжает с ней разговор, зачем пытается снять с нее розовые очки, да и зачем вообще стоит в её комнате, но остановиться и замолчать почему-то не смог.","[['Когда', 'когда', 'CONJ'], ['я', 'я', 'NPRO'], ['говорил', 'говорить', 'VERB'], ['о', 'о', 'PREP'], ['поисках', 'поиск', 'NOUN'], ['своей', 'свой', 'ADJ'], ['половинки', 'половинка', 'NOUN'], [',', ',', 'None'], ['я', 'я', 'NPRO'], ['обманул', 'обмануть', 'VERB'], ['тебя', 'ты', 'NPRO'], [',', ',', 'None'], ['чтобы', 'чтобы', 'CONJ'], ['ты', 'ты', 'NPRO'], ['лишний', 'лишний', 'ADJ'], ['раз', 'раз', 'NOUN'], ['не', 'не', 'PRCL'], ['вылила', 'вылить', 'VERB'], ['на', 'на', 'PREP'], ['меня', 'я', 'NPRO'], ['поток', 'поток', 'NOUN'], ['нравоучений', 'нравоучение', 'NOUN'], [',', ',', 'None'], ['—', '—', 'None'], ['ему', 'он', 'NPRO'], ['не', 'не', 'PRCL'], ['было', 'быть', 'VERB'], ['ясно', 'ясно', 'ADVB'], [',', ',', 'None'], ['зачем', 'зачем', 'ADVB'], ['он', 'он', 'NPRO'], ['продолжает', 'продолжать', 'VERB'], ['с', 'с', 'PREP'], ['ней', 'она', 'NPRO'], ['разговор', 'разговор', 'NOUN'], [',', ',', 'None'], ['зачем', 'зачем', 'ADVB'], ['пытается', 'пытаться', 'VERB'], ['снять', 'снять', 'VERB'], ['с', 'с', 'PREP'], ['нее', 'нея', 'NOUN'], ['розовые', 'розовый', 'ADJ'], ['очки', 'очки', 'NOUN'], [',', ',', 'None'], ['да', 'да', 'PRCL'], ['и', 'и', 'CONJ'], ['зачем', 'зачем', 'ADVB'], ['вообще', 'вообще', 'ADVB'], ['стоит', 'стоить', 'VERB'], ['в', 'в', 'PREP'], ['её', 'её', 'ADJ'], ['комнате', 'комната', 'NOUN'], [',', ',', 'None'], ['но', 'но', 'CONJ'], ['остановиться', 'остановиться', 'VERB'], ['и', 'и', 'CONJ'], ['замолчать', 'замолчать', 'VERB'], ['почему-то', 'почему-то', 'ADVB'], ['не', 'не', 'PRCL'], ['смог', 'смочь', 'VERB'], ['.', '.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
— Это же глупость несусветная!,"[['—', '—', 'None'], ['Это', 'это', 'PRCL'], ['же', 'же', 'PRCL'], ['глупость', 'глупость', 'NOUN'], ['несусветная', 'несусветный', 'ADJ'], ['!', '!', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Никогда бы не подумал, что эта любовная лихорадка поразит твой рассудительный мозг.","[['Никогда', 'никогда', 'ADVB'], ['бы', 'бы', 'PRCL'], ['не', 'не', 'PRCL'], ['подумал', 'подумать', 'VERB'], [',', ',', 'None'], ['что', 'что', 'CONJ'], ['эта', 'этот', 'ADJ'], ['любовная', 'любовный', 'ADJ'], ['лихорадка', 'лихорадка', 'NOUN'], ['поразит', 'поразить', 'VERB'], ['твой', 'твой', 'ADJ'], ['рассудительный', 'рассудительный', 'ADJ'], ['мозг', 'мозг', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Его настроения она не разделяла, поэтому проигнорировала завуалированный комплимент её умственным способностям, которого и сам Драко не ожидал услышать от себя.","[['Его', 'он', 'NPRO'], ['настроения', 'настроение', 'NOUN'], ['она', 'она', 'NPRO'], ['не', 'не', 'PRCL'], ['разделяла', 'разделять', 'VERB'], [',', ',', 'None'], ['поэтому', 'поэтому', 'ADVB'], ['проигнорировала', 'проигнорировать', 'VERB'], ['завуалированный', 'завуалированный', 'ADJ'], ['комплимент', 'комплимент', 'NOUN'], ['её', 'её', 'ADJ'], ['умственным', 'умственный', 'ADJ'], ['способностям', 'способность', 'NOUN'], [',', ',', 'None'], ['которого', 'который', 'ADJ'], ['и', 'и', 'CONJ'], ['сам', 'сам', 'ADJ'], ['Драко', 'драко', 'NOUN'], ['не', 'не', 'PRCL'], ['ожидал', 'ожидать', 'VERB'], ['услышать', 'услышать', 'VERB'], ['от', 'от', 'PREP'], ['себя', 'себя', 'NPRO'], ['.', '.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"— Раньше не верила, а потом нашла её, — сказала она, переводя взгляд прямо на него и приветственно помахивая старой книгой в руке, указала на источник своего помешательства.","[['—', '—', 'None'], ['Раньше', 'ранний', 'COMP'], ['не', 'не', 'PRCL'], ['верила', 'верить', 'VERB'], [',', ',', 'None'], ['а', 'а', 'CONJ'], ['потом', 'потом', 'ADVB'], ['нашла', 'найти', 'VERB'], ['её', 'её', 'ADJ'], [',', ',', 'None'], ['—', '—', 'None'], ['сказала', 'сказать', 'VERB'], ['она', 'она', 'NPRO'], [',', ',', 'None'], ['переводя', 'переводить', 'GRND'], ['взгляд', 'взгляд', 'NOUN'], ['прямо', 'прямо', 'ADVB'], ['на', 'на', 'PREP'], ['него', 'он', 'NPRO'], ['и', 'и', 'CONJ'], ['приветственно', 'приветственно', 'ADVB'], ['помахивая', 'помахивать', 'GRND'], ['старой', 'старый', 'ADJ'], ['книгой', 'книга', 'NOUN'], ['в', 'в', 'PREP'], ['руке', 'рука', 'NOUN'], [',', ',', 'None'], ['указала', 'указать', 'VERB'], ['на', 'на', 'PREP'], ['источник', 'источник', 'NOUN'], ['своего', 'свой', 'ADJ'], ['помешательства', 'помешательство', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"— В ней говорится, что у каждого человека есть свой партнёр, с которым он познает истинное счастье.","[['—', '—', 'None'], ['В', 'в', 'PREP'], ['ней', 'она', 'NPRO'], ['говорится', 'говориться', 'VERB'], [',', ',', 'None'], ['что', 'что', 'CONJ'], ['у', 'у', 'PREP'], ['каждого', 'каждый', 'ADJ'], ['человека', 'человек', 'NOUN'], ['есть', 'есть', 'INTJ'], ['свой', 'свой', 'ADJ'], ['партнёр', 'партнёр', 'NOUN'], [',', ',', 'None'], ['с', 'с', 'PREP'], ['которым', 'который', 'ADJ'], ['он', 'он', 'NPRO'], ['познает', 'познать', 'VERB'], ['истинное', 'истинный', 'ADJ'], ['счастье', 'счастие', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Его нелегко найти, но судьба намеренно сталкивает половинок, даёт шанс узнать друг друга, оставляет подсказки и знаки.","[['Его', 'он', 'NPRO'], ['нелегко', 'нелегко', 'ADVB'], ['найти', 'найти', 'VERB'], [',', ',', 'None'], ['но', 'но', 'CONJ'], ['судьба', 'судьба', 'NOUN'], ['намеренно', 'намеренно', 'ADVB'], ['сталкивает', 'сталкивать', 'VERB'], ['половинок', 'половинка', 'NOUN'], [',', ',', 'None'], ['даёт', 'давать', 'VERB'], ['шанс', 'шанс', 'NOUN'], ['узнать', 'узнать', 'VERB'], ['друг', 'друг', 'NOUN'], ['друга', 'друг', 'NOUN'], [',', ',', 'None'], ['оставляет', 'оставлять', 'VERB'], ['подсказки', 'подсказка', 'NOUN'], ['и', 'и', 'CONJ'], ['знаки', 'знак', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
Драко закатил глаза и скривился:  — Это попахивает каким-то сопливым женским романом или личным дневничком третьекурсницы!,"[['Драко', 'драко', 'NOUN'], ['закатил', 'закатить', 'VERB'], ['глаза', 'глаз', 'NOUN'], ['и', 'и', 'CONJ'], ['скривился', 'скривиться', 'VERB'], [':', ':', 'None'], ['—', '—', 'None'], ['Это', 'это', 'PRCL'], ['попахивает', 'попахивать', 'VERB'], ['каким-то', 'какой-то', 'ADJ'], ['сопливым', 'сопливый', 'ADJ'], ['женским', 'женский', 'ADJ'], ['романом', 'роман', 'NOUN'], ['или', 'или', 'CONJ'], ['личным', 'личный', 'ADJ'], ['дневничком', 'дневничком', 'ADVB'], ['третьекурсницы', 'третьекурсница', 'NOUN'], ['!', '!', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"— Возможно, но если действительно подумать, то почему это не может быть правдой!","[['—', '—', 'None'], ['Возможно', 'возможно', 'CONJ'], [',', ',', 'None'], ['но', 'но', 'CONJ'], ['если', 'если', 'CONJ'], ['действительно', 'действительно', 'ADVB'], ['подумать', 'подумать', 'VERB'], [',', ',', 'None'], ['то', 'то', 'CONJ'], ['почему', 'почему', 'ADVB'], ['это', 'это', 'PRCL'], ['не', 'не', 'PRCL'], ['может', 'мочь', 'VERB'], ['быть', 'быть', 'VERB'], ['правдой', 'правда', 'NOUN'], ['!', '!', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
— Да потому что!,"[['—', '—', 'None'], ['Да', 'да', 'PRCL'], ['потому', 'потому', 'ADVB'], ['что', 'что', 'CONJ'], ['!', '!', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Это невозможно, ведь люди испытывают чувства друг к другу не по велению незримой судьбы, а из-за времени, проведенного вместе, из-за физического влечения или одинаковых взглядов на жизнь.","[['Это', 'это', 'PRCL'], ['невозможно', 'невозможно', 'ADVB'], [',', ',', 'None'], ['ведь', 'ведь', 'CONJ'], ['люди', 'человек', 'NOUN'], ['испытывают', 'испытывать', 'VERB'], ['чувства', 'чувство', 'NOUN'], ['друг', 'друг', 'NOUN'], ['к', 'к', 'PREP'], ['другу', 'друг', 'NOUN'], ['не', 'не', 'PRCL'], ['по', 'по', 'PREP'], ['велению', 'веление', 'NOUN'], ['незримой', 'незримый', 'ADJ'], ['судьбы', 'судьба', 'NOUN'], [',', ',', 'None'], ['а', 'а', 'CONJ'], ['из-за', 'из-за', 'PREP'], ['времени', 'время', 'NOUN'], [',', ',', 'None'], ['проведенного', 'провести', 'PRT'], ['вместе', 'вместе', 'ADVB'], [',', ',', 'None'], ['из-за', 'из-за', 'PREP'], ['физического', 'физический', 'ADJ'], ['влечения', 'влечение', 'NOUN'], ['или', 'или', 'CONJ'], ['одинаковых', 'одинаковый', 'ADJ'], ['взглядов', 'взгляд', 'NOUN'], ['на', 'на', 'PREP'], ['жизнь', 'жизнь', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Да причин может быть сколько угодно, но переплетения каких-то там ниточек в этот перечень точно не входит.","[['Да', 'да', 'PRCL'], ['причин', 'причина', 'NOUN'], ['может', 'мочь', 'VERB'], ['быть', 'быть', 'VERB'], ['сколько', 'сколько', 'CONJ'], ['угодно', 'угодный', 'ADJ'], [',', ',', 'None'], ['но', 'но', 'CONJ'], ['переплетения', 'переплетение', 'NOUN'], ['каких-то', 'какой-то', 'ADJ'], ['там', 'там', 'ADVB'], ['ниточек', 'ниточка', 'NOUN'], ['в', 'в', 'PREP'], ['этот', 'этот', 'ADJ'], ['перечень', 'перечень', 'NOUN'], ['точно', 'точно', 'ADVB'], ['не', 'не', 'PRCL'], ['входит', 'входить', 'VERB'], ['.', '.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Мужчины и женщины влюбляются, расстаются, снова влюбляются, пока не найдут того, с кем им будет просто удобно, понимаешь?","[['Мужчины', 'мужчина', 'NOUN'], ['и', 'и', 'CONJ'], ['женщины', 'женщина', 'NOUN'], ['влюбляются', 'влюбляться', 'VERB'], [',', ',', 'None'], ['расстаются', 'расставаться', 'VERB'], [',', ',', 'None'], ['снова', 'снова', 'ADVB'], ['влюбляются', 'влюбляться', 'VERB'], [',', ',', 'None'], ['пока', 'пока', 'ADVB'], ['не', 'не', 'PRCL'], ['найдут', 'найти', 'VERB'], ['того', 'тот', 'ADJ'], [',', ',', 'None'], ['с', 'с', 'PREP'], ['кем', 'кто', 'NPRO'], ['им', 'имя', 'NOUN'], ['будет', 'быть', 'VERB'], ['просто', 'просто', 'PRCL'], ['удобно', 'удобно', 'ADVB'], [',', ',', 'None'], ['понимаешь', 'понимать', 'VERB'], ['?', '?', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"И я уже молчу о том, что, так называемые половинки, могут родиться, прожить жизнь, состариться на разных концах земли и никогда не встретиться!","[['И', 'и', 'CONJ'], ['я', 'я', 'NPRO'], ['уже', 'уже', 'ADVB'], ['молчу', 'молчать', 'VERB'], ['о', 'о', 'PREP'], ['том', 'тот', 'ADJ'], [',', ',', 'None'], ['что', 'что', 'CONJ'], [',', ',', 'None'], ['так', 'так', 'CONJ'], ['называемые', 'называть', 'PRT'], ['половинки', 'половинка', 'NOUN'], [',', ',', 'None'], ['могут', 'мочь', 'VERB'], ['родиться', 'родиться', 'VERB'], [',', ',', 'None'], ['прожить', 'прожить', 'VERB'], ['жизнь', 'жизнь', 'NOUN'], [',', ',', 'None'], ['состариться', 'состариться', 'VERB'], ['на', 'на', 'PREP'], ['разных', 'разный', 'ADJ'], ['концах', 'конец', 'NOUN'], ['земли', 'земля', 'NOUN'], ['и', 'и', 'CONJ'], ['никогда', 'никогда', 'ADVB'], ['не', 'не', 'PRCL'], ['встретиться', 'встретиться', 'VERB'], ['!', '!', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"— Но почему тогда так много литературы на эту тему, Малфой?","[['—', '—', 'None'], ['Но', 'но', 'CONJ'], ['почему', 'почему', 'ADVB'], ['тогда', 'тогда', 'ADVB'], ['так', 'так', 'CONJ'], ['много', 'много', 'ADVB'], ['литературы', 'литература', 'NOUN'], ['на', 'на', 'PREP'], ['эту', 'этот', 'ADJ'], ['тему', 'тема', 'NOUN'], [',', ',', 'None'], ['Малфой', 'малфа', 'NOUN'], ['?', '?', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
Откуда столько сказок и пророчеств?,"[['Откуда', 'откуда', 'ADVB'], ['столько', 'столько', 'ADVB'], ['сказок', 'сказка', 'NOUN'], ['и', 'и', 'CONJ'], ['пророчеств', 'пророчество', 'NOUN'], ['?', '?', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"— Только не это, Грейнджер!","[['—', '—', 'None'], ['Только', 'только', 'PRCL'], ['не', 'не', 'PRCL'], ['это', 'это', 'PRCL'], [',', ',', 'None'], ['Грейнджер', 'грейнджер', 'NOUN'], ['!', '!', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
Ни разу в жизни я не мог заподозрить тебя в тяге к этой чепухе.,"[['Ни', 'ни', 'PRCL'], ['разу', 'раз', 'NOUN'], ['в', 'в', 'PREP'], ['жизни', 'жизнь', 'NOUN'], ['я', 'я', 'NPRO'], ['не', 'не', 'PRCL'], ['мог', 'мочь', 'VERB'], ['заподозрить', 'заподозрить', 'VERB'], ['тебя', 'ты', 'NPRO'], ['в', 'в', 'PREP'], ['тяге', 'тяга', 'NOUN'], ['к', 'к', 'PREP'], ['этой', 'этот', 'ADJ'], ['чепухе', 'чепуха', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"— Ты просто скептик, — она отвернулась, наверное, признавая своё поражение, ведь он так и не услышал ни одного вразумительного аргумента из её уст.","[['—', '—', 'None'], ['Ты', 'ты', 'NPRO'], ['просто', 'просто', 'PRCL'], ['скептик', 'скептик', 'NOUN'], [',', ',', 'None'], ['—', '—', 'None'], ['она', 'она', 'NPRO'], ['отвернулась', 'отвернуться', 'VERB'], [',', ',', 'None'], ['наверное', 'наверное', 'ADVB'], [',', ',', 'None'], ['признавая', 'признавать', 'GRND'], ['своё', 'свой', 'ADJ'], ['поражение', 'поражение', 'NOUN'], [',', ',', 'None'], ['ведь', 'ведь', 'CONJ'], ['он', 'он', 'NPRO'], ['так', 'так', 'CONJ'], ['и', 'и', 'CONJ'], ['не', 'не', 'PRCL'], ['услышал', 'услышать', 'VERB'], ['ни', 'ни', 'PRCL'], ['одного', 'один', 'ADJ'], ['вразумительного', 'вразумительный', 'ADJ'], ['аргумента', 'аргумент', 'NOUN'], ['из', 'из', 'PREP'], ['её', 'её', 'ADJ'], ['уст', 'уста', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"— Я думал, ты тоже.","[['—', '—', 'None'], ['Я', 'я', 'NPRO'], ['думал', 'думать', 'VERB'], [',', ',', 'None'], ['ты', 'ты', 'NPRO'], ['тоже', 'тоже', 'ADVB'], ['.', '.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"А оказалось, что ты одна из тех, кто ждёт принца на розовом единороге!","[['А', 'а', 'CONJ'], ['оказалось', 'оказаться', 'VERB'], [',', ',', 'None'], ['что', 'что', 'CONJ'], ['ты', 'ты', 'NPRO'], ['одна', 'один', 'ADJ'], ['из', 'из', 'PREP'], ['тех', 'тот', 'ADJ'], [',', ',', 'None'], ['кто', 'кто', 'NPRO'], ['ждёт', 'ждать', 'VERB'], ['принца', 'принц', 'NOUN'], ['на', 'на', 'PREP'], ['розовом', 'розовый', 'ADJ'], ['единороге', 'единорог', 'NOUN'], ['!', '!', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Язвительный тон снова привлёк её внимание, и она резко развернулась на кровати, отчего простыня, намотанная на её тело, съехала вниз где-то на пять дюймов, тем самым открывая для обзора левый бок прямо возле мягкого полушария груди.","[['Язвительный', 'язвительный', 'ADJ'], ['тон', 'тон', 'NOUN'], ['снова', 'снова', 'ADVB'], ['привлёк', 'привлечь', 'VERB'], ['её', 'её', 'ADJ'], ['внимание', 'внимание', 'NOUN'], [',', ',', 'None'], ['и', 'и', 'CONJ'], ['она', 'она', 'NPRO'], ['резко', 'резко', 'ADVB'], ['развернулась', 'развернуться', 'VERB'], ['на', 'на', 'PREP'], ['кровати', 'кровать', 'NOUN'], [',', ',', 'None'], ['отчего', 'отчего', 'CONJ'], ['простыня', 'простыня', 'NOUN'], [',', ',', 'None'], ['намотанная', 'намотать', 'PRT'], ['на', 'на', 'PREP'], ['её', 'её', 'ADJ'], ['тело', 'тело', 'NOUN'], [',', ',', 'None'], ['съехала', 'съехать', 'VERB'], ['вниз', 'вниз', 'ADVB'], ['где-то', 'где-то', 'ADVB'], ['на', 'на', 'PREP'], ['пять', 'пять', 'NUMR'], ['дюймов', 'дюйм', 'NOUN'], [',', ',', 'None'], ['тем', 'тем', 'CONJ'], ['самым', 'самый', 'ADJ'], ['открывая', 'открывать', 'GRND'], ['для', 'для', 'PREP'], ['обзора', 'обзор', 'NOUN'], ['левый', 'левый', 'ADJ'], ['бок', 'бок', 'NOUN'], ['прямо', 'прямо', 'ADVB'], ['возле', 'возле', 'ADVB'], ['мягкого', 'мягкий', 'ADJ'], ['полушария', 'полушарие', 'NOUN'], ['груди', 'грудь', 'NOUN'], ['.', '.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
"Грейнджер на повышенных тонах пыталась втолковать ему, что вовсе она никого не ждёт, что мыслит вполне себе рационально, и что таких идиотов не должно интересовать, во что она верит, а во что — нет.","[['Грейнджер', 'грейнджер', 'NOUN'], ['на', 'на', 'PREP'], ['повышенных', 'повышенный', 'ADJ'], ['тонах', 'тон', 'NOUN'], ['пыталась', 'пытаться', 'VERB'], ['втолковать', 'втолковать', 'VERB'], ['ему', 'он', 'NPRO'], [',', ',', 'None'], ['что', 'что', 'CONJ'], ['вовсе', 'вовсе', 'ADVB'], ['она', 'она', 'NPRO'], ['никого', 'никто', 'NPRO'], ['не', 'не', 'PRCL'], ['ждёт', 'ждать', 'VERB'], [',', ',', 'None'], ['что', 'что', 'CONJ'], ['мыслит', 'мыслить', 'VERB'], ['вполне', 'вполне', 'ADVB'], ['себе', 'себя', 'NPRO'], ['рационально', 'рационально', 'ADVB'], [',', ',', 'None'], ['и', 'и', 'CONJ'], ['что', 'что', 'CONJ'], ['таких', 'такой', 'ADJ'], ['идиотов', 'идиот', 'NOUN'], ['не', 'не', 'PRCL'], ['должно', 'должный', 'ADJ'], ['интересовать', 'интересовать', 'VERB'], [',', ',', 'None'], ['во', 'в', 'PREP'], ['что', 'что', 'CONJ'], ['она', 'она', 'NPRO'], ['верит', 'верить', 'VERB'], [',', ',', 'None'], ['а', 'а', 'CONJ'], ['во', 'в', 'PREP'], ['что', 'что', 'CONJ'], ['—', '—', 'None'], ['нет', 'нет', 'PRED'], ['.', '.', 'None']]",https://ficbook.net/readfic/4832476,Kolumnist,К чему приводят разговоры в комнате Грейнджер
